      Step     Time          Energy          fmax
FIRE:    0 12:51:32      447.654563      299.389860
FIRE:    1 12:51:32      339.330687      198.542165
FIRE:    2 12:51:32      263.597389      134.310118
FIRE:    3 12:51:32      208.034780       92.726069
FIRE:    4 12:51:32      165.155442       70.531039
FIRE:    5 12:51:32      130.832563       60.653342
FIRE:    6 12:51:32      102.994219       50.251071
FIRE:    7 12:51:32       80.591629       40.260356
FIRE:    8 12:51:32       62.947526       31.273651
FIRE:    9 12:51:32       49.484575       23.591211
FIRE:   10 12:51:32       39.597145       17.268574
FIRE:   11 12:51:32       32.632982       12.211832
FIRE:   12 12:51:32       27.918647        8.556096
FIRE:   13 12:51:33       24.839423        9.479003
FIRE:   14 12:51:33       22.948856        9.176654
FIRE:   15 12:51:33       21.970208        7.462393
FIRE:   16 12:51:33       21.664453        7.946383
FIRE:   17 12:51:33       17.508049        5.818105
FIRE:   18 12:51:33       15.104292        5.469335
FIRE:   19 12:51:33       13.354027        5.020595
FIRE:   20 12:51:33       11.719116        4.429591
FIRE:   21 12:51:33       10.126139        3.788888
FIRE:   22 12:51:33        8.592119        3.191036
FIRE:   23 12:51:33        7.147208        2.879204
FIRE:   24 12:51:33        5.849492        2.487048
FIRE:   25 12:51:33        4.758243        2.037164
FIRE:   26 12:51:33        3.897402        1.558563
FIRE:   27 12:51:33        3.252635        1.089136
FIRE:   28 12:51:33        2.793578        0.924950
FIRE:   29 12:51:33        2.493808        0.747891
FIRE:   30 12:51:33        2.330433        0.741999
FIRE:   31 12:51:33        2.278887        0.813719
FIRE:   32 12:51:33        2.225179        0.813624
FIRE:   33 12:51:33        2.137961        0.805796
FIRE:   34 12:51:33        2.043319        0.779075
FIRE:   35 12:51:34        1.953957        0.726464
FIRE:   36 12:51:34        1.861834        0.650626
FIRE:   37 12:51:34        1.755799        0.559710
FIRE:   38 12:51:34        1.641790        0.460416
FIRE:   39 12:51:34        1.528780        0.344250
FIRE:   40 12:51:34        1.438277        0.329215
FIRE:   41 12:51:34        1.380891        0.416155
FIRE:   42 12:51:34        1.365843        0.471792
FIRE:   43 12:51:34        1.361226        0.464023
FIRE:   44 12:51:34        1.353007        0.448925
FIRE:   45 12:51:34        1.342788        0.427169
FIRE:   46 12:51:34        1.332100        0.399415
FIRE:   47 12:51:34        1.321832        0.366274
FIRE:   48 12:51:34        1.312064        0.328571
FIRE:   49 12:51:34        1.302441        0.287600
FIRE:   50 12:51:34        1.291688        0.240474
FIRE:   51 12:51:34        1.279994        0.188923
FIRE:   52 12:51:34        1.268183        0.195739
FIRE:   53 12:51:34        1.257078        0.216523
FIRE:   54 12:51:34        1.246172        0.226623
FIRE:   55 12:51:34        1.233509        0.223230
FIRE:   56 12:51:34        1.218219        0.204804
FIRE:   57 12:51:35        1.202779        0.169384
FIRE:   58 12:51:35        1.189993        0.116544
FIRE:   59 12:51:35        1.180791        0.061798
FIRE:   60 12:51:35        1.178637        0.101364
FIRE:   61 12:51:35        1.177638        0.086602
FIRE:   62 12:51:35        1.176093        0.060680
FIRE:   63 12:51:35        1.174590        0.053690
FIRE:   64 12:51:35        1.173472        0.048345
FIRE:   65 12:51:35        1.172715        0.040696
FIRE:   66 12:51:35        1.172190        0.031319
FIRE:   67 12:51:35        1.171902        0.038452
FIRE:   68 12:51:35        1.171895        0.044911
FIRE:   69 12:51:35        1.171851        0.044637
FIRE:   70 12:51:35        1.171768        0.044088
FIRE:   71 12:51:35        1.171652        0.043259
FIRE:   72 12:51:35        1.171511        0.042147
FIRE:   73 12:51:35        1.171356        0.040743
FIRE:   74 12:51:35        1.171196        0.039043
FIRE:   75 12:51:35        1.171040        0.037048
FIRE:   76 12:51:35        1.170879        0.034515
FIRE:   77 12:51:35        1.170719        0.031373
FIRE:   78 12:51:35        1.170567        0.027607
FIRE:   79 12:51:36        1.170426        0.025316
FIRE:   80 12:51:36        1.170290        0.025661
FIRE:   81 12:51:36        1.170148        0.025116
FIRE:   82 12:51:36        1.169979        0.023572
FIRE:   83 12:51:36        1.169771        0.020972
FIRE:   84 12:51:36        1.169523        0.017272
FIRE:   85 12:51:36        1.169252        0.012669
FIRE:   86 12:51:36        1.169001        0.010207
FIRE:   87 12:51:36        1.168841        0.013677
FIRE:   88 12:51:36        1.168777        0.015400
FIRE:   89 12:51:36        1.168708        0.013027
FIRE:   90 12:51:36        1.168620        0.008297
