      Step     Time          Energy          fmax
BFGS:    0 13:44:25      -33.705166        3.627912
BFGS:    1 13:44:25      -34.198875        3.320484
BFGS:    2 13:44:26      -35.459332        2.212780
BFGS:    3 13:44:26      -36.280220        1.337140
BFGS:    4 13:44:26      -36.802570        1.154359
BFGS:    5 13:44:26      -37.118370        1.187804
BFGS:    6 13:44:26      -37.335793        1.551565
BFGS:    7 13:44:26      -37.607151        1.922596
BFGS:    8 13:44:27      -37.952629        1.821442
BFGS:    9 13:44:27      -38.736397        1.383049
BFGS:   10 13:44:27      -39.146755        1.008155
BFGS:   11 13:44:27      -39.301800        1.224522
BFGS:   12 13:44:27      -39.469688        1.207655
BFGS:   13 13:44:27      -39.853485        0.769899
BFGS:   14 13:44:28      -39.974339        0.673738
BFGS:   15 13:44:28      -40.003525        0.604601
BFGS:   16 13:44:28      -40.030296        0.318999
BFGS:   17 13:44:28      -40.038067        0.404795
BFGS:   18 13:44:28      -40.046883        0.453030
BFGS:   19 13:44:28      -40.087360        0.575356
BFGS:   20 13:44:29      -40.165802        0.767818
BFGS:   21 13:44:29      -40.274986        0.636468
BFGS:   22 13:44:29      -40.448757        0.504454
BFGS:   23 13:44:29      -40.689980        0.287592
BFGS:   24 13:44:29      -40.886154        0.270832
BFGS:   25 13:44:29      -40.894161        0.305297
BFGS:   26 13:44:30      -40.911404        0.220750
BFGS:   27 13:44:30      -40.922951        0.211422
BFGS:   28 13:44:30      -40.939251        0.191759
BFGS:   29 13:44:30      -40.981628        0.082152
BFGS:   30 13:44:30      -40.982597        0.077911
BFGS:   31 13:44:31      -40.983246        0.070253
BFGS:   32 13:44:31      -40.984047        0.057136
BFGS:   33 13:44:31      -40.985321        0.051337
BFGS:   34 13:44:31      -40.986217        0.036253
BFGS:   35 13:44:31      -40.986492        0.010232
BFGS:   36 13:44:31      -40.986519        0.000872
