      Step     Time          Energy          fmax
FIRE:    0 11:36:17      181.164395      143.602910
FIRE:    1 11:36:17      130.685917       94.379157
FIRE:    2 11:36:17       95.430009       61.288617
FIRE:    3 11:36:17       70.740473       43.096641
FIRE:    4 11:36:17       53.549456       33.351063
FIRE:    5 11:36:18       41.845618       25.052628
FIRE:    6 11:36:18       34.335188       18.143156
FIRE:    7 11:36:18       30.190010       12.497212
FIRE:    8 11:36:18       28.676440       18.142092
FIRE:    9 11:36:18       25.965070        9.301711
FIRE:   10 11:36:18       23.438687        8.333364
FIRE:   11 11:36:18       21.750966        7.246631
FIRE:   12 11:36:18       20.138008        7.405912
FIRE:   13 11:36:18       18.222756        6.956928
FIRE:   14 11:36:18       16.287443        5.120037
FIRE:   15 11:36:18       14.652053        3.991416
FIRE:   16 11:36:18       13.396284        3.739001
FIRE:   17 11:36:18       12.449174        3.818215
FIRE:   18 11:36:18       11.695771        3.974812
FIRE:   19 11:36:18       11.044802        4.051390
FIRE:   20 11:36:18       10.458724        3.940604
FIRE:   21 11:36:18        9.878635        3.596084
FIRE:   22 11:36:18        9.287212        3.080918
FIRE:   23 11:36:18        8.742261        2.523564
FIRE:   24 11:36:18        8.308509        2.010669
FIRE:   25 11:36:18        8.007883        1.562769
FIRE:   26 11:36:18        7.778268        1.323214
FIRE:   27 11:36:18        7.557329        1.437251
FIRE:   28 11:36:18        7.392738        0.869987
FIRE:   29 11:36:19        7.343539        0.745508
FIRE:   30 11:36:19        7.297681        0.730712
FIRE:   31 11:36:19        7.240511        0.726315
FIRE:   32 11:36:19        7.195837        0.710523
FIRE:   33 11:36:19        7.148915        0.681926
FIRE:   34 11:36:19        7.083726        0.642290
FIRE:   35 11:36:19        7.010691        0.593938
FIRE:   36 11:36:19        6.940488        0.580425
FIRE:   37 11:36:19        6.857630        0.620103
FIRE:   38 11:36:19        6.751794        0.592753
FIRE:   39 11:36:19        6.642762        0.501878
FIRE:   40 11:36:19        6.543950        0.399039
FIRE:   41 11:36:19        6.445966        0.333569
FIRE:   42 11:36:19        6.366259        0.312779
FIRE:   43 11:36:19        6.337474        0.315839
FIRE:   44 11:36:19        6.330669        0.247478
FIRE:   45 11:36:19        6.323566        0.226197
FIRE:   46 11:36:19        6.320980        0.201397
FIRE:   47 11:36:19        6.320551        0.201027
FIRE:   48 11:36:19        6.319792        0.200308
FIRE:   49 11:36:19        6.318869        0.199268
FIRE:   50 11:36:19        6.317943        0.197906
FIRE:   51 11:36:19        6.317099        0.196176
FIRE:   52 11:36:19        6.316312        0.193988
FIRE:   53 11:36:19        6.315471        0.191248
FIRE:   54 11:36:20        6.314356        0.187471
FIRE:   55 11:36:20        6.312867        0.182276
FIRE:   56 11:36:20        6.311058        0.175154
FIRE:   57 11:36:20        6.309143        0.165397
FIRE:   58 11:36:20        6.307278        0.152175
FIRE:   59 11:36:20        6.305287        0.135212
FIRE:   60 11:36:20        6.303010        0.114767
FIRE:   61 11:36:20        6.300861        0.091524
FIRE:   62 11:36:20        6.299147        0.072466
FIRE:   63 11:36:20        6.297575        0.049226
FIRE:   64 11:36:20        6.296713        0.066816
FIRE:   65 11:36:20        6.296241        0.050711
FIRE:   66 11:36:20        6.296366        0.073929
FIRE:   67 11:36:20        6.296238        0.053026
FIRE:   68 11:36:20        6.296069        0.044231
FIRE:   69 11:36:20        6.295939        0.042100
FIRE:   70 11:36:20        6.295832        0.047652
FIRE:   71 11:36:20        6.295676        0.053312
FIRE:   72 11:36:20        6.295457        0.037856
FIRE:   73 11:36:20        6.295243        0.029685
FIRE:   74 11:36:20        6.295079        0.027048
FIRE:   75 11:36:20        6.294936        0.041578
FIRE:   76 11:36:20        6.294764        0.022951
FIRE:   77 11:36:20        6.294672        0.021479
FIRE:   78 11:36:20        6.294667        0.018142
FIRE:   79 11:36:20        6.294659        0.011994
FIRE:   80 11:36:21        6.294652        0.007865
