      Step     Time          Energy          fmax
FIRE:    0 11:15:34      262.579165      182.826088
FIRE:    1 11:15:34      177.740145      114.386483
FIRE:    2 11:15:34      122.213589       77.898819
FIRE:    3 11:15:34       86.096813       52.098587
FIRE:    4 11:15:34       62.922777       34.078800
FIRE:    5 11:15:34       48.402715       21.656731
FIRE:    6 11:15:35       39.619863       13.232845
FIRE:    7 11:15:35       34.499572       10.664491
FIRE:    8 11:15:35       31.483697       11.980806
FIRE:    9 11:15:35       29.428037       13.142737
FIRE:   10 11:15:35       27.570757       13.390301
FIRE:   11 11:15:35       25.522778       12.655038
FIRE:   12 11:15:35       23.229317       11.058572
FIRE:   13 11:15:35       20.860364        8.858562
FIRE:   14 11:15:35       18.659768        6.374313
FIRE:   15 11:15:35       16.816799        4.314940
FIRE:   16 11:15:35       15.394950        4.691609
FIRE:   17 11:15:35       14.322540        4.829946
FIRE:   18 11:15:35       13.452589        4.579753
FIRE:   19 11:15:35       12.657677        3.930698
FIRE:   20 11:15:35       11.885264        3.009011
FIRE:   21 11:15:35       11.151417        2.204896
FIRE:   22 11:15:35       10.503150        1.569100
FIRE:   23 11:15:35        9.978765        1.298314
FIRE:   24 11:15:35        9.593785        1.061846
FIRE:   25 11:15:35        9.335405        0.856117
FIRE:   26 11:15:35        9.176516        0.687418
FIRE:   27 11:15:35        9.091527        0.604814
FIRE:   28 11:15:35        9.054500        0.868189
FIRE:   29 11:15:35        8.726627        0.624973
FIRE:   30 11:15:35        8.516137        0.728283
FIRE:   31 11:15:36        8.209708        0.791053
FIRE:   32 11:15:36        7.877908        0.810373
FIRE:   33 11:15:36        7.577524        0.790462
FIRE:   34 11:15:36        7.297615        0.743805
FIRE:   35 11:15:36        7.030022        0.683670
FIRE:   36 11:15:36        6.782185        0.618362
FIRE:   37 11:15:36        6.570663        0.560088
FIRE:   38 11:15:36        6.404679        0.593995
FIRE:   39 11:15:36        6.272204        0.602451
FIRE:   40 11:15:36        6.144581        0.582466
FIRE:   41 11:15:36        6.005212        0.543401
FIRE:   42 11:15:36        5.862613        0.498361
FIRE:   43 11:15:36        5.724392        0.445674
FIRE:   44 11:15:36        5.589687        0.427782
FIRE:   45 11:15:36        5.458430        0.400018
FIRE:   46 11:15:36        5.332922        0.365473
FIRE:   47 11:15:36        5.215803        0.332898
FIRE:   48 11:15:36        5.099700        0.339962
FIRE:   49 11:15:36        4.982846        0.371759
FIRE:   50 11:15:36        4.876083        0.370921
FIRE:   51 11:15:36        4.773856        0.372777
FIRE:   52 11:15:36        4.663466        0.399680
FIRE:   53 11:15:36        4.552215        0.372451
FIRE:   54 11:15:36        4.458074        0.277685
FIRE:   55 11:15:36        4.397484        0.153792
FIRE:   56 11:15:36        4.394421        0.185594
FIRE:   57 11:15:37        4.377264        0.189225
FIRE:   58 11:15:37        4.398810        0.531910
FIRE:   59 11:15:37        4.371696        0.135374
FIRE:   60 11:15:37        4.370430        0.102725
FIRE:   61 11:15:37        4.368876        0.081650
FIRE:   62 11:15:37        4.367874        0.078134
FIRE:   63 11:15:37        4.367158        0.080043
FIRE:   64 11:15:37        4.366087        0.070734
FIRE:   65 11:15:37        4.364809        0.067402
FIRE:   66 11:15:37        4.364027        0.063847
FIRE:   67 11:15:37        4.363771        0.072133
FIRE:   68 11:15:37        4.363661        0.066946
FIRE:   69 11:15:37        4.363469        0.058394
FIRE:   70 11:15:37        4.363237        0.057878
FIRE:   71 11:15:37        4.363009        0.057243
FIRE:   72 11:15:37        4.362811        0.056543
FIRE:   73 11:15:37        4.362636        0.055850
FIRE:   74 11:15:37        4.362455        0.055233
FIRE:   75 11:15:37        4.362215        0.054684
FIRE:   76 11:15:37        4.361893        0.054237
FIRE:   77 11:15:37        4.361503        0.053882
FIRE:   78 11:15:37        4.361093        0.053515
FIRE:   79 11:15:37        4.360685        0.052903
FIRE:   80 11:15:37        4.360193        0.051789
FIRE:   81 11:15:37        4.359523        0.050004
FIRE:   82 11:15:37        4.358725        0.047528
FIRE:   83 11:15:37        4.357868        0.044706
FIRE:   84 11:15:38        4.356844        0.042041
FIRE:   85 11:15:38        4.355767        0.039266
FIRE:   86 11:15:38        4.354695        0.034784
FIRE:   87 11:15:38        4.353545        0.028249
FIRE:   88 11:15:38        4.352408        0.022236
FIRE:   89 11:15:38        4.351494        0.027316
FIRE:   90 11:15:38        4.350809        0.028910
FIRE:   91 11:15:38        4.350398        0.022245
FIRE:   92 11:15:38        4.350472        0.029165
FIRE:   93 11:15:38        4.350371        0.008861
