      Step     Time          Energy          fmax
FIRE:    0 13:44:34       42.983827       12.006861
FIRE:    1 13:44:34       39.695199       10.667433
FIRE:    2 13:44:34       37.341969        9.494949
FIRE:    3 13:44:34       34.178995        8.767906
FIRE:    4 13:44:34       31.147133        8.223704
FIRE:    5 13:44:34       28.535270        7.638096
FIRE:    6 13:44:34       26.027734        6.951561
FIRE:    7 13:44:34       23.461756        6.193227
FIRE:    8 13:44:34       20.897600        5.408940
FIRE:    9 13:44:34       18.445364        4.647224
FIRE:   10 13:44:34       16.158936        3.924743
FIRE:   11 13:44:34       14.061756        3.616623
FIRE:   12 13:44:34       12.199794        3.100341
FIRE:   13 13:44:34       10.651268        2.370895
FIRE:   14 13:44:34        9.496819        1.923757
FIRE:   15 13:44:34        8.777680        1.673008
FIRE:   16 13:44:34        8.446551        1.494384
FIRE:   17 13:44:34        8.357845        2.102626
FIRE:   18 13:44:34        8.003991        1.180657
FIRE:   19 13:44:34        7.980237        1.358649
FIRE:   20 13:44:34        7.927931        1.106058
FIRE:   21 13:44:34        7.856115        1.071307
FIRE:   22 13:44:34        7.801505        1.032316
FIRE:   23 13:44:34        7.773680        0.992143
FIRE:   24 13:44:35        7.751415        0.948531
FIRE:   25 13:44:35        7.711135        0.897827
FIRE:   26 13:44:35        7.647251        0.839340
FIRE:   27 13:44:35        7.563764        0.768924
FIRE:   28 13:44:35        7.486460        0.690264
FIRE:   29 13:44:35        7.432787        0.603591
FIRE:   30 13:44:35        7.377117        0.588556
FIRE:   31 13:44:35        7.298171        0.384744
FIRE:   32 13:44:36        7.234829        0.268560
FIRE:   33 13:44:36        7.207273        0.399884
FIRE:   34 13:44:36        7.174022        0.381389
FIRE:   35 13:44:36        7.152881        0.418745
FIRE:   36 13:44:36        7.151032        0.417228
FIRE:   37 13:44:36        7.147720        0.414122
FIRE:   38 13:44:36        7.143463        0.409262
FIRE:   39 13:44:36        7.138562        0.402427
FIRE:   40 13:44:36        7.132938        0.393441
FIRE:   41 13:44:36        7.126323        0.382260
FIRE:   42 13:44:36        7.118634        0.368985
FIRE:   43 13:44:36        7.109235        0.352121
FIRE:   44 13:44:36        7.098531        0.331405
FIRE:   45 13:44:36        7.086738        0.307147
FIRE:   46 13:44:37        7.073296        0.280312
FIRE:   47 13:44:37        7.058172        0.251695
FIRE:   48 13:44:37        7.042486        0.220938
FIRE:   49 13:44:37        7.025323        0.187010
FIRE:   50 13:44:37        7.006240        0.152490
FIRE:   51 13:44:37        6.984205        0.167151
FIRE:   52 13:44:37        6.956799        0.177777
FIRE:   53 13:44:37        6.920769        0.178698
FIRE:   54 13:44:37        6.873490        0.165954
FIRE:   55 13:44:37        6.811923        0.201432
FIRE:   56 13:44:37        6.744970        0.227952
FIRE:   57 13:44:37        6.674669        0.274078
FIRE:   58 13:44:37        6.601356        0.258149
FIRE:   59 13:44:37        6.536738        0.235114
FIRE:   60 13:44:37        6.491936        0.145536
FIRE:   61 13:44:37        6.480317        0.147320
FIRE:   62 13:44:37        6.476626        0.119859
FIRE:   63 13:44:37        6.475466        0.092391
FIRE:   64 13:44:37        6.473989        0.074392
FIRE:   65 13:44:37        6.472538        0.088204
FIRE:   66 13:44:37        6.470630        0.087954
FIRE:   67 13:44:37        6.468272        0.057577
FIRE:   68 13:44:37        6.466247        0.053222
FIRE:   69 13:44:37        6.464765        0.055027
FIRE:   70 13:44:38        6.463237        0.055540
FIRE:   71 13:44:38        6.462135        0.058752
FIRE:   72 13:44:38        6.461623        0.057809
FIRE:   73 13:44:38        6.460972        0.050819
FIRE:   74 13:44:38        6.460454        0.062203
FIRE:   75 13:44:38        6.459059        0.045073
FIRE:   76 13:44:38        6.457417        0.057942
FIRE:   77 13:44:38        6.455457        0.026436
FIRE:   78 13:44:38        6.454765        0.010550
FIRE:   79 13:44:38        6.454754        0.007894
