      Step     Time          Energy          fmax
FIRE:    0 11:35:21       43.158689       27.624778
FIRE:    1 11:35:21       29.559519       19.906506
FIRE:    2 11:35:21       19.825012       14.120195
FIRE:    3 11:35:21       12.982754        9.825884
FIRE:    4 11:35:22        8.277370        6.688092
FIRE:    5 11:35:22        5.126741        4.432299
FIRE:    6 11:35:22        3.086376        2.844452
FIRE:    7 11:35:22        1.819850        1.751358
FIRE:    8 11:35:22        1.077727        1.011972
FIRE:    9 11:35:22        0.677671        0.764188
FIRE:   10 11:35:22        0.492982        0.875536
FIRE:   11 11:35:22        0.456425        0.858474
FIRE:   12 11:35:22        0.443804        0.849913
FIRE:   13 11:35:22        0.419081        0.832750
FIRE:   14 11:35:22        0.383295        0.806904
FIRE:   15 11:35:22        0.337981        0.772249
FIRE:   16 11:35:22        0.285146        0.728635
FIRE:   17 11:35:22        0.227229        0.675918
FIRE:   18 11:35:22        0.167031        0.614039
FIRE:   19 11:35:22        0.101490        0.535148
FIRE:   20 11:35:22        0.035245        0.435982
FIRE:   21 11:35:22       -0.024313        0.313544
FIRE:   22 11:35:22       -0.067236        0.165943
FIRE:   23 11:35:22       -0.083045        0.086966
FIRE:   24 11:35:23       -0.083252        0.084653
FIRE:   25 11:35:23       -0.083646        0.080090
FIRE:   26 11:35:23       -0.084183        0.073399
FIRE:   27 11:35:23       -0.084808        0.064762
FIRE:   28 11:35:23       -0.085455        0.054409
FIRE:   29 11:35:23       -0.086054        0.042618
FIRE:   30 11:35:23       -0.086544        0.029703
FIRE:   31 11:35:23       -0.086896        0.014551
FIRE:   32 11:35:23       -0.087004        0.002671
